what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1254925557695
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1254925557731
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1254925561598
executed,command,org.eclipse.jdt.debug.ui,3.4.1.v20090811_r351,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1254925561611
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1254925563513
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1254925563534
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1254925563545
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1254925563566
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1254925563587
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1254925563663
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1254925565667
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1254925598123
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1254925617162
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1254925617537
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1254925617650
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1254925619804
executed,command,org.eclipse.jdt.debug.ui,3.4.1.v20090811_r351,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1254925619817
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1254925621696
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1254925621715
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1254925621723
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1254925621753
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1254925623806
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1254925663976
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1254925664666
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.cut",1254925668400
