what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.text.contentAssist.proposals",1255078958542
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.text.contentAssist.proposals",1255078961868
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.text.contentAssist.proposals",1255078968069
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.text.contentAssist.proposals",1255078973641
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1255078974349
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1255078982167
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255078982972
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255078983335
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1255078985833
activated,editor,org.eclipse.pde.ui,3.5.0.v20090821,"org.eclipse.pde.ui.manifestEditor",1255078987372
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255078989162
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255079034381
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1255079034575
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1255079058708
activated,editor,org.eclipse.pde.ui,3.5.0.v20090821,"org.eclipse.pde.ui.manifestEditor",1255079060422
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255079061975
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255079063955
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255079064796
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255079069819
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255079070473
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255079071828
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255079078873
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255079399304
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1255079403589
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255079421561
