what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.pde.ui,3.5.0.v20090821,"org.eclipse.pde.ui.manifestEditor",1255034436288
closed,editor,org.eclipse.ant.ui,3.4.1.v20090901_r351,"org.eclipse.ant.ui.internal.editor.AntEditor",1255034436289
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1255034438944
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.refresh",1255034440244
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.refresh",1255034456279
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255034463526
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255034468511
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.refresh",1255034472755
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1255034479969
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255034482786
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255034484128
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1255034484245
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.refresh",1255034488170
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1255034490603
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255034497928
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255034499304
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1255034499600
activated,editor,org.eclipse.pde.ui,3.5.0.v20090821,"org.eclipse.pde.ui.manifestEditor",1255034503637
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255034506676
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255034551945
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1255034551966
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255034576792
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1255034578512
opened,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1255034578600
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1255034578719
